Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,70,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,280.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1602,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8010.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2091,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10455.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2987,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17922.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2944,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17664.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2851,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17106.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3052,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18312.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2888,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17328.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2698,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16188.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2729,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16374.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2827,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16962.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2617,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15702.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2859,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17154.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2613,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15678.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2845,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17070.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2924,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17544.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1776,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8880.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2762,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16572.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1686,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8430.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1708,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8540.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2799,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16794.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1774,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8870.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2164,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10820.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2874,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17244.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3001,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18006.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3037,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18222.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2690,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16140.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2023,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10115.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2013,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10065.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1770,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8850.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2611,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15666.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2850,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17100.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2794,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16764.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2634,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15804.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1919,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9595.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2925,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17550.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1923,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9615.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2957,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17742.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2795,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16770.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1688,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8440.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,159,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,636.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2786,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16716.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1867,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9335.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2106,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10530.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2628,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15768.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2837,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17022.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2168,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10840.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3030,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18180.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2651,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15906.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2713,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16278.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2698,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16188.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2870,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17220.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1885,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9425.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2671,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16026.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2663,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15978.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1719,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8595.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2983,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17898.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2068,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10340.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2767,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16602.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1841,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9205.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1918,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9590.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2721,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16326.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1604,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8020.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,65,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,260.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1801,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9005.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2806,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16836.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,174,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,696.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2627,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15762.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2925,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17550.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2115,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10575.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1722,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8610.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2972,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17832.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2931,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17586.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1732,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8660.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1923,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9615.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2646,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15876.0,Electrical
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,143,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,572.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1950,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9750.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2167,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10835.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3060,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18360.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2187,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10935.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9465.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2872,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17232.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1986,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9930.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1991,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9955.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1937,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9685.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2745,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16470.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2828,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16968.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2878,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17268.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1902,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9510.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2729,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16374.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3013,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18078.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1605,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8025.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2974,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17844.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2653,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15918.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,153,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,612.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3063,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18378.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2661,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15966.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3096,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18576.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1646,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8230.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2647,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15882.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1711,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8555.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,147,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,588.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2757,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16542.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2835,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17010.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2953,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17718.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1606,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8030.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2999,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17994.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,76,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,304.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2722,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16332.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2951,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17706.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2787,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16722.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1796,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8980.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2813,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16878.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1627,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8135.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2091,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10455.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1633,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8165.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2724,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16344.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3085,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18510.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,139,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,556.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2958,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17748.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2166,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10830.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1783,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8915.0,Electrical
